Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count
RES-00983,Candidate 0983,"JavaScript, React, HTML, CSS",2.6,Bachelor's,2,Software Developer,Hire,63884,4
RES-00984,Candidate 0984,"Python, Networking, Linux",3.0,Master's,1,Cybersecurity Analyst,Hire,25000,2
RES-00985,Candidate 0985,"Python, Scikit-learn, SQL",0.0,Bachelor's,2,Software Developer,Hire,80426,4
RES-00986,Candidate 0986,"JavaScript, React, HTML, CSS",0.3,Bachelor's,3,Software Developer,Reject,108915,5
RES-00987,Candidate 0987,"JavaScript, React, HTML, CSS",2.5,PhD,4,Software Developer,Reject,90448,1
RES-00988,Candidate 0988,"Java, HTML, CSS",8.9,Bachelor's,2,Cybersecurity Analyst,Hire,84346,6
RES-00989,Candidate 0989,"Python, SQL, Pandas",0.0,Bachelor's,2,Software Developer,Reject,65147,5
RES-00990,Candidate 0990,"Python, Scikit-learn, SQL",3.8,Bachelor's,0,Web Developer,Hire,30030,5
RES-00991,Candidate 0991,"Python, SQL, Pandas",1.3,Bachelor's,2,Cybersecurity Analyst,Reject,90179,0
RES-00992,Candidate 0992,"JavaScript, React, HTML, CSS",2.6,Master's,3,Data Analyst,Reject,77050,6
RES-00993,Candidate 0993,"JavaScript, React, HTML, CSS",6.0,Bachelor's,2,Web Developer,Reject,56608,4
RES-00994,Candidate 0994,"Python, Scikit-learn, SQL",4.3,Bachelor's,3,Data Analyst,Hire,25000,8
RES-00995,Candidate 0995,"Python, Networking, Linux",4.6,Master's,1,Data Analyst,Reject,37107,3
RES-00996,Candidate 0996,"Python, Scikit-learn, SQL",4.7,Bachelor's,2,Web Developer,Hire,54898,4
RES-00997,Candidate 0997,"JavaScript, React, HTML, CSS",4.9,Bachelor's,0,Cybersecurity Analyst,Hire,66685,3
RES-00998,Candidate 0998,"Java, HTML, CSS",0.0,Bachelor's,0,Web Developer,Reject,53275,4
RES-00999,Candidate 0999,"JavaScript, React, HTML, CSS",4.5,Master's,2,Web Developer,Hire,52760,4
RES-01000,Candidate 1000,"Python, SQL, Pandas",3.3,Bachelor's,1,Data Analyst,Reject,59077,5
